txt_file, frame_id, label
1, 1648, 2
1, 1960, 2
1, 1972, 2
1, 10072, 2
1, 10096, 2
1, 10108, 2
1, 18304, 2
1, 18316, 2
1, 18328, 2
1, 18340, 2
1, 18352, 2
1, 18364, 2
1, 18376, 2
1, 18388, 2
1, 18400, 2
1, 18412, 2
1, 18424, 2
1, 18436, 2
1, 18448, 2
1, 18460, 2
1, 18472, 2
1, 18484, 2
1, 18496, 2
1, 18508, 2
1, 18520, 2
1, 18532, 2
1, 18544, 2
1, 18556, 2
1, 18568, 2
1, 18580, 2
1, 18592, 2
1, 18604, 2
1, 18616, 2
1, 18628, 2
1, 18640, 2
1, 18652, 2
1, 18664, 2
1, 18676, 2
1, 18688, 2
1, 18700, 2
1, 18712, 2
1, 18724, 2
1, 18736, 2
1, 18748, 2
1, 18760, 2
1, 18772, 2
1, 18784, 2
1, 18796, 2
1, 18808, 2
1, 18820, 2
1, 18832, 2
1, 18844, 2
1, 18856, 2
1, 18868, 2
1, 18880, 2
1, 18892, 2
1, 18904, 2
1, 18916, 2
1, 18928, 2
1, 18940, 2
1, 18952, 2
1, 18964, 2
1, 18976, 2
1, 18988, 2
1, 19000, 2
1, 19012, 2
1, 19024, 2
1, 19036, 2
1, 19048, 2
1, 19060, 2
1, 19072, 2
1, 19084, 2
1, 19096, 2
1, 19108, 2
1, 19120, 2
1, 19132, 2
1, 19144, 2
1, 19156, 2
1, 19168, 2
1, 19180, 2
1, 19192, 2
1, 19204, 2
1, 19216, 2
1, 19228, 2
1, 19240, 2
1, 19252, 2
1, 19264, 2
1, 19276, 2
1, 19288, 2
1, 19300, 2
1, 19312, 2
1, 19348, 2
1, 19360, 2
1, 19372, 2
1, 19384, 2
1, 19396, 2
1, 19408, 2
1, 19420, 2
1, 19432, 2
1, 19444, 2
1, 19456, 2
1, 19468, 2
1, 19480, 2
1, 19492, 2
1, 19504, 2
1, 19516, 2
1, 19528, 2
1, 19540, 2
1, 19552, 2
1, 19564, 2
1, 19576, 2
1, 19588, 2
1, 19600, 2
1, 19612, 2
1, 19624, 2
1, 19660, 2
1, 19672, 2
1, 19684, 2
1, 19696, 2
2, 1825, 2
2, 1837, 2
2, 8773, 2
2, 8785, 2
2, 8797, 2
2, 8809, 2
2, 8821, 2
2, 8833, 2
2, 8845, 2
2, 8857, 2
2, 11725, 2
2, 11737, 2
2, 11749, 2
2, 11761, 2
2, 11773, 2
2, 11785, 2
2, 11809, 2
2, 11821, 2
2, 11833, 2
2, 11845, 2
2, 11857, 2
2, 11869, 2
2, 11881, 2
2, 11893, 2
2, 11929, 2
2, 11941, 2
2, 11953, 2
2, 11965, 2
2, 11977, 2
2, 11989, 2
2, 12157, 2
2, 12169, 2
2, 12181, 2
2, 12193, 2
2, 12229, 2
2, 12241, 2
2, 12253, 2
2, 12265, 2
2, 12277, 2
2, 12289, 2
2, 12301, 2
2, 12313, 2
2, 12325, 2
2, 12337, 2
2, 12349, 2
2, 12361, 2
2, 12373, 2
2, 12385, 2
2, 12397, 2
2, 12409, 2
2, 12421, 2
2, 12433, 2
2, 12445, 2
2, 12457, 2
2, 12469, 2
2, 12481, 2
2, 12493, 2
2, 12505, 2
2, 12517, 2
2, 12529, 2
2, 12541, 2
2, 12553, 2
2, 12565, 2
2, 12577, 2
2, 12709, 2
2, 12721, 2
2, 12733, 2
2, 12745, 2
2, 12757, 2
2, 12769, 2
2, 12781, 2
2, 12793, 2
2, 12805, 2
2, 12817, 2
2, 12889, 2
2, 12901, 2
2, 12913, 2
2, 12925, 2
2, 12937, 2
2, 12949, 2
2, 12961, 2
2, 12973, 2
2, 12985, 2
2, 12997, 2
2, 13009, 2
2, 13021, 2
2, 13033, 2
2, 13045, 2
2, 13057, 2
2, 13069, 2
2, 13081, 2
2, 13093, 2
2, 13105, 2
2, 13117, 2
2, 13129, 2
2, 13141, 2
2, 13153, 2
2, 13165, 2
2, 13177, 2
2, 13189, 2
2, 13201, 2
2, 13213, 2
2, 13225, 2
2, 13237, 2
2, 13249, 2
2, 13261, 2
2, 13273, 2
2, 13285, 2
2, 13297, 2
2, 13309, 2
2, 13321, 2
2, 13333, 2
2, 13345, 2
2, 13357, 2
2, 13369, 2
2, 13381, 2
2, 13393, 2
2, 13405, 2
2, 13417, 2
2, 13429, 2
2, 13441, 2
2, 13453, 2
2, 13465, 2
2, 13477, 2
2, 13489, 2
2, 13501, 2
2, 13513, 2
2, 13525, 2
2, 13537, 2
2, 13549, 2
2, 13561, 2
2, 13573, 2
2, 13585, 2
2, 13597, 2
2, 13609, 2
2, 13621, 2
2, 13633, 2
2, 13645, 2
2, 13657, 2
2, 13669, 2
2, 13681, 2
2, 13789, 2
2, 13801, 2
2, 13813, 2
2, 13825, 2
2, 13837, 2
2, 13849, 2
2, 13861, 2
2, 13873, 2
2, 13885, 2
2, 13897, 2
2, 13909, 2
2, 13921, 2
2, 13933, 2
2, 13945, 2
2, 13957, 2
2, 13969, 2
2, 13981, 2
2, 13993, 2
2, 14005, 2
2, 14017, 2
2, 14029, 2
2, 14041, 2
2, 14053, 2
2, 14065, 2
2, 14077, 2
2, 14089, 2
2, 14101, 2
2, 14113, 2
2, 14125, 2
2, 14137, 2
2, 14149, 2
2, 14161, 2
2, 14173, 2
2, 14341, 2
2, 14353, 2
2, 14365, 2
2, 14377, 2
2, 14389, 2
2, 14401, 2
2, 14413, 2
2, 14425, 2
2, 14437, 2
2, 14449, 2
2, 14461, 2
2, 14473, 2
2, 14485, 2
2, 14497, 2
2, 14509, 2
2, 14521, 2
2, 14533, 2
2, 14545, 2
2, 14557, 2
2, 14569, 2
2, 14605, 2
2, 14617, 2
2, 15073, 2
2, 15085, 2
2, 15097, 2
2, 15109, 2
2, 15121, 2
2, 15133, 2
2, 15145, 2
2, 15157, 2
2, 15169, 2
2, 15181, 2
2, 15193, 2
2, 15205, 2
2, 15217, 2
2, 15229, 2
2, 15241, 2
2, 15253, 2
2, 15265, 2
2, 15277, 2
2, 15289, 2
2, 15301, 2
2, 15313, 2
2, 15325, 2
2, 15337, 2
2, 15349, 2
2, 15361, 2
2, 15373, 2
2, 15385, 2
2, 15397, 2
2, 15409, 2
2, 15421, 2
2, 15433, 2
2, 15445, 2
2, 15457, 2
2, 15469, 2
2, 15481, 2
2, 15493, 2
2, 15505, 2
2, 15517, 2
2, 15529, 2
2, 15541, 2
2, 15553, 2
2, 15565, 2
2, 15577, 2
2, 15589, 2
2, 15601, 2
2, 15613, 2
2, 15829, 2
2, 15841, 2
2, 15853, 2
2, 15865, 2
2, 15877, 2
2, 15889, 2
2, 15901, 2
2, 15913, 2
2, 15925, 2
2, 15937, 2
2, 16729, 2
2, 16741, 2
2, 16753, 2
2, 16765, 2
2, 16777, 2
2, 16789, 2
2, 16801, 2
2, 16813, 2
2, 16825, 2
2, 16837, 2
2, 16849, 2
2, 16861, 2
2, 16873, 2
2, 16885, 2
2, 16897, 2
2, 16909, 2
2, 16921, 2
2, 16933, 2
2, 16945, 2
2, 16957, 2
2, 16969, 2
2, 16981, 2
2, 16993, 2
2, 17005, 2
2, 17017, 2
2, 17029, 2
2, 17065, 2
2, 17077, 2
2, 17089, 2
2, 17101, 2
2, 17113, 2
2, 17125, 2
2, 17137, 2
2, 17149, 2
2, 17305, 2
2, 17317, 2
2, 17329, 2
2, 17341, 2
2, 17353, 2
2, 17365, 2
2, 17377, 2
2, 17389, 2
2, 19525, 2
2, 19537, 2
2, 19549, 2
2, 19561, 2
2, 19573, 2
2, 19585, 2
2, 19597, 2
2, 19609, 2
2, 19621, 2
2, 19633, 2
2, 19645, 2
2, 19657, 2
2, 19669, 2
2, 19681, 2
2, 19693, 2
2, 19705, 2
2, 19717, 2
2, 19729, 2
2, 19741, 2
2, 19753, 2
2, 19765, 2
2, 19777, 2
2, 19789, 2
2, 19801, 2
2, 19813, 2
2, 19825, 2
2, 19837, 2
2, 19849, 2
2, 19861, 2
2, 19873, 2
2, 19885, 2
2, 19897, 2
2, 19909, 2
2, 19921, 2
2, 19933, 2
2, 19945, 2
2, 19957, 2
2, 19969, 2
2, 19981, 2
2, 19993, 2
2, 20005, 2
2, 20017, 2
2, 20029, 2
2, 20041, 2
2, 20053, 2
2, 20065, 2
2, 20077, 2
2, 20089, 2
2, 20101, 2
2, 20113, 2
2, 20125, 2
2, 20137, 2
2, 20149, 2
2, 20161, 2
2, 20173, 2
2, 20185, 2
2, 20197, 2
2, 20209, 2
2, 20221, 2
2, 20233, 2
2, 20245, 2
2, 20257, 2
2, 20269, 2
2, 20281, 2
2, 20293, 2
2, 20305, 2
2, 20317, 2
2, 20329, 2
2, 20341, 2
2, 20353, 2
2, 20365, 2
2, 20377, 2
2, 20389, 2
2, 20401, 2
2, 20413, 2
2, 20425, 2
2, 20437, 2
2, 20449, 2
2, 20461, 2
2, 20473, 2
2, 20485, 2
2, 20497, 2
2, 20509, 2
2, 20521, 2
2, 20533, 2
2, 20545, 2
2, 20557, 2
2, 20569, 2
2, 20581, 2
2, 20593, 2
2, 20605, 2
2, 20617, 2
2, 20629, 2
2, 20641, 2
2, 20653, 2
2, 20665, 2
2, 20677, 2
2, 20689, 2
2, 20701, 2
2, 20713, 2
2, 20725, 2
2, 20737, 2
2, 20749, 2
2, 20761, 2
2, 20773, 2
2, 20785, 2
2, 20797, 2
2, 20809, 2
2, 20821, 2
2, 20833, 2
2, 20845, 2
2, 20857, 2
2, 20869, 2
2, 20881, 2
2, 20893, 2
2, 20905, 2
2, 20917, 2
2, 20929, 2
2, 20941, 2
2, 20953, 2
2, 20965, 2
2, 20977, 2
2, 20989, 2
2, 21001, 2
2, 21013, 2
2, 21025, 2
2, 21037, 2
2, 21049, 2
2, 21061, 2
2, 21073, 2
2, 21085, 2
2, 21097, 2
2, 21109, 2
2, 21121, 2
2, 21133, 2
2, 21145, 2
2, 21157, 2
2, 21169, 2
2, 21181, 2
2, 21193, 2
2, 21205, 2
2, 21217, 2
2, 21229, 2
2, 21241, 2
2, 21253, 2
2, 21265, 2
2, 21277, 2
2, 21289, 2
2, 21301, 2
2, 21313, 2
2, 21325, 2
2, 21337, 2
2, 21349, 2
2, 21361, 2
2, 21373, 2
2, 21385, 2
2, 21397, 2
2, 21409, 2
2, 21421, 2
2, 21433, 2
2, 21445, 2
2, 21457, 2
2, 21469, 2
2, 21481, 2
2, 21493, 2
2, 21505, 2
2, 21517, 2
2, 21529, 2
2, 21541, 2
2, 21553, 2
2, 21565, 2
2, 21577, 2
2, 21589, 2
2, 21601, 2
2, 21613, 2
2, 21625, 2
2, 21637, 2
2, 21649, 2
2, 21661, 2
2, 21673, 2
2, 21685, 2
2, 21697, 2
2, 21709, 2
2, 21721, 2
2, 21733, 2
2, 21745, 2
2, 21757, 2
2, 21769, 2
2, 21781, 2
2, 21793, 2
2, 21805, 2
2, 21817, 2
2, 21829, 2
2, 21841, 2
2, 21853, 2
2, 21865, 2
2, 21877, 2
2, 21889, 2
2, 21901, 2
2, 21913, 2
2, 21925, 2
2, 21937, 2
2, 21949, 2
2, 21961, 2
2, 21973, 2
2, 21985, 2
2, 21997, 2
2, 22009, 2
2, 22021, 2
2, 22033, 2
2, 22045, 2
2, 22057, 2
2, 22069, 2
2, 22081, 2
2, 22093, 2
2, 22105, 2
2, 22117, 2
2, 22129, 2
2, 22141, 2
2, 22153, 2
2, 22165, 2
2, 22177, 2
2, 22189, 2
2, 22201, 2
2, 22213, 2
2, 22225, 2
2, 22237, 2
2, 22249, 2
2, 22261, 2
2, 22273, 2
2, 22285, 2
2, 22297, 2
2, 22309, 2
2, 22321, 2
2, 22333, 2
2, 22345, 2
2, 22357, 2
2, 22369, 2
2, 22381, 2
2, 22393, 2
2, 22405, 2
2, 22417, 2
2, 22429, 2
2, 22441, 2
2, 22453, 2
2, 22465, 2
2, 22477, 2
2, 34849, 2
2, 34861, 2
2, 34873, 2
2, 34885, 2
2, 34897, 2
2, 34909, 2
2, 34921, 2
2, 34933, 2
2, 34945, 2
2, 34957, 2
2, 34969, 2
2, 34981, 2
2, 34993, 2
2, 35005, 2
2, 35017, 2
2, 35029, 2
2, 35041, 2
2, 35053, 2
2, 35065, 2
2, 35077, 2
2, 35089, 2
2, 35101, 2
2, 35113, 2
2, 35125, 2
2, 35137, 2
2, 35149, 2
2, 35161, 2
2, 35173, 2
2, 35185, 2
2, 35197, 2
2, 35209, 2
2, 35221, 2
2, 35233, 2
2, 35245, 2
2, 35257, 2
2, 35269, 2
2, 35281, 2
2, 35293, 2
2, 35305, 2
2, 35317, 2
2, 35329, 2
2, 35341, 2
2, 35353, 2
2, 35365, 2
2, 35377, 2
2, 35389, 2
2, 35401, 2
2, 35413, 2
2, 35425, 2
2, 35437, 2
2, 35449, 2
2, 35461, 2
2, 35473, 2
2, 35485, 2
2, 35497, 2
2, 35509, 2
2, 35521, 2
2, 35533, 2
2, 35545, 2
2, 35557, 2
2, 35569, 2
2, 35581, 2
2, 35593, 2
2, 35605, 2
2, 35617, 2
2, 35629, 2
2, 35641, 2
2, 35653, 2
2, 35665, 2
2, 35677, 2
2, 35689, 2
2, 35701, 2
2, 35713, 2
2, 35725, 2
2, 35737, 2
2, 35749, 2
2, 35761, 2
2, 35773, 2
2, 35785, 2
2, 35797, 2
2, 35809, 2
2, 35821, 2
2, 35833, 2
2, 35845, 2
2, 35857, 2
2, 35869, 2
2, 35881, 2
2, 35893, 2
2, 35905, 2
2, 35917, 2
2, 35929, 2
2, 35941, 2
2, 35953, 2
2, 35965, 2
2, 35977, 2
2, 35989, 2
2, 36001, 2
2, 36013, 2
2, 36025, 2
2, 36037, 2
2, 36049, 2
2, 36061, 2
2, 36073, 2
2, 36085, 2
2, 36097, 2
2, 36109, 2
2, 36121, 2
2, 36133, 2
2, 36145, 2
2, 36157, 2
2, 36169, 2
2, 36181, 2
2, 36193, 2
2, 36205, 2
2, 36217, 2
2, 36229, 2
2, 36241, 2
2, 36253, 2
2, 36265, 2
2, 36277, 2
2, 36289, 2
2, 36301, 2
2, 36313, 2
2, 36325, 2
2, 36337, 2
2, 36349, 2
2, 36361, 2
2, 36373, 2
2, 36385, 2
2, 36397, 2
2, 36409, 2
2, 36421, 2
2, 36433, 2
2, 36445, 2
2, 36457, 2
2, 36469, 2
2, 36481, 2
2, 36493, 2
2, 36505, 2
2, 36517, 2
2, 36577, 2
2, 36589, 2
2, 36601, 2
2, 36613, 2
2, 36625, 2
2, 36637, 2
2, 36649, 2
2, 36661, 2
2, 36673, 2
2, 36685, 2
2, 36697, 2
2, 36709, 2
2, 36721, 2
2, 36733, 2
2, 36745, 2
2, 36757, 2
2, 37417, 2
2, 37429, 2
2, 37441, 2
2, 37453, 2
2, 37465, 2
2, 37477, 2
2, 37489, 2
2, 37501, 2
2, 37513, 2
2, 37525, 2
2, 37537, 2
2, 37549, 2
3, 2078, 2
3, 2090, 2
3, 4538, 2
3, 4550, 2
3, 4562, 2
3, 4574, 2
3, 4586, 2
3, 4598, 2
3, 4610, 2
3, 4622, 2
3, 4634, 2
3, 4646, 2
3, 4658, 2
3, 9962, 2
3, 9986, 2
3, 9998, 2
3, 10010, 2
3, 10022, 2
3, 10034, 2
3, 10046, 2
3, 10058, 2
3, 10070, 2
3, 10082, 2
3, 10094, 2
3, 10106, 2
3, 10118, 2
3, 10130, 2
3, 10142, 2
3, 10154, 2
3, 10166, 2
3, 10178, 2
3, 10190, 2
3, 10202, 2
3, 10214, 2
3, 10226, 2
3, 10238, 2
3, 10250, 2
3, 10262, 2
3, 10274, 2
3, 10286, 2
3, 10298, 2
3, 10310, 2
3, 10322, 2
3, 10334, 2
3, 10346, 2
3, 10358, 2
3, 10370, 2
3, 10382, 2
3, 10394, 2
3, 10406, 2
3, 10418, 2
3, 10430, 2
3, 10442, 2
3, 10454, 2
3, 10466, 2
3, 10478, 2
3, 10490, 2
3, 10502, 2
3, 10514, 2
3, 10526, 2
3, 10538, 2
3, 10550, 2
3, 10562, 2
3, 10574, 2
3, 10586, 2
3, 10598, 2
3, 10610, 2
3, 10622, 2
3, 10634, 2
3, 10646, 2
3, 10658, 2
3, 10670, 2
3, 10682, 2
3, 10694, 2
3, 10706, 2
3, 10718, 2
3, 10730, 2
3, 10742, 2
3, 10754, 2
3, 10766, 2
3, 10778, 2
3, 10790, 2
3, 10802, 2
3, 10814, 2
3, 10826, 2
3, 10838, 2
3, 10850, 2
3, 10862, 2
3, 10874, 2
3, 10886, 2
3, 10898, 2
3, 10910, 2
3, 10922, 2
3, 10934, 2
3, 10946, 2
3, 10958, 2
3, 10970, 2
3, 10982, 2
3, 10994, 2
3, 11006, 2
3, 11018, 2
3, 11030, 2
3, 11042, 2
3, 11054, 2
3, 11066, 2
3, 11078, 2
3, 11090, 2
3, 11102, 2
3, 11114, 2
3, 11126, 2
3, 11138, 2
3, 11150, 2
3, 11162, 2
3, 11174, 2
3, 11186, 2
3, 11198, 2
3, 11210, 2
3, 11222, 2
3, 11234, 2
3, 11246, 2
3, 11258, 2
3, 11270, 2
3, 11282, 2
3, 11294, 2
3, 11306, 2
3, 11318, 2
3, 11330, 2
3, 11342, 2
