1, 4
14, 4
26, 4
38, 4
50, 4
62, 4
74, 4
86, 4
98, 4
110, 4
122, 4
134, 4
146, 4
158, 4
170, 4
182, 4
194, 4
206, 4
218, 4
230, 4
242, 4
254, 4
266, 4
278, 4
290, 4
302, 4
314, 4
326, 4
338, 4
350, 4
362, 4
374, 4
386, 4
398, 4
411, 4
423, 4
435, 4
447, 4
459, 4
471, 4
483, 4
496, 4
508, 4
520, 4
532, 4
544, 4
556, 4
568, 4
580, 4
592, 4
604, 4
616, 4
628, 4
640, 4
652, 4
664, 4
676, 4
688, 4
700, 4
712, 4
724, 4
736, 4
748, 4
760, 4
772, 4
784, 4
796, 4
808, 4
820, 4
832, 4
844, 4
856, 4
868, 4
880, 4
892, 4
904, 4
916, 4
928, 4
940, 4
952, 4
964, 4
976, 4
988, 4
1000, 4
1012, 4
1024, 4
1036, 0
1048, 0
1060, 0
1072, 0
1084, 0
1096, 0
1108, 0
1120, 4
1132, 4
1144, 4
1156, 4
1168, 4
1180, 4
1192, 4
1204, 4
1216, 4
1228, 4
1240, 4
1252, 4
1264, 4
1276, 4
1288, 4
1300, 4
1312, 4
1324, 4
1336, 4
1348, 4
1360, 4
1372, 4
1384, 4
1396, 4
1408, 4
1420, 4
1432, 4
1444, 4
1456, 4
1468, 4
1480, 4
1492, 4
1504, 4
1516, 4
1528, 4
1540, 4
1552, 4
1564, 4
1576, 4
1588, 4
1600, 4
1612, 4
1624, 4
1636, 4
1648, 2
1660, 3
1672, 3
1684, 4
1696, 3
1708, 4
1720, 4
1732, 4
1744, 4
1756, 4
1768, 4
1780, 4
1792, 4
1804, 4
1816, 4
1828, 4
1840, 4
1852, 1
1864, 1
1876, 0
1888, 0
1900, 0
1912, 0
1924, 0
1936, 0
1948, 0
1960, 0, 2
1972, 0, 2
1984, 4
1996, 4
2008, 4
2020, 4
2032, 4
2044, 4
2056, 4
2068, 4
2080, 4
2092, 4
2104, 4
2116, 4
2128, 4
2140, 4
2152, 4
2164, 4
2176, 4
2188, 4
2200, 4
2212, 4
2224, 4
2236, 4
2248, 4
2260, 4
2272, 4
2284, 4
2296, 4
2308, 4
2320, 4
2332, 4
2344, 4
2356, 4
2368, 0
2380, 0
2392, 0
2404, 0
2416, 0
2428, 0
2440, 0
2452, 0
2464, 0
2476, 0
2488, 0
2500, 0
2512, 0
2524, 0
2536, 0
2548, 0
2560, 0
2572, 0
2584, 0
2596, 0
2608, 0
2620, 0
2632, 0
2644, 0
2656, 0
2668, 0
2680, 0
2692, 0
2704, 0
2716, 0
2728, 0
2740, 4
2752, 4
2764, 4
2776, 4
2788, 4
2800, 4
2812, 4
2824, 4
2836, 4
2848, 4
2860, 4
2872, 4
2884, 4
2896, 4
2908, 4
2920, 4
2932, 4
2944, 4
2956, 4
2968, 4
2980, 4
2992, 4
3004, 4
3016, 4
3028, 4
3040, 4
3052, 4
3064, 4
3076, 4
3088, 4
3100, 4
3112, 4
3124, 4
3136, 4
3148, 4
3160, 4
3172, 4
3184, 4
3196, 4
3208, 4
3220, 4
3232, 4
3244, 4
3256, 4
3268, 4
3280, 4
3292, 4
3304, 4
3316, 4
3328, 4
3340, 4
3352, 4
3364, 4
3376, 4
3388, 4
3400, 4
3412, 4
3424, 4
3436, 4
3448, 4
3460, 4
3472, 4
3484, 4
3496, 4
3508, 4
3520, 4
3532, 4
3544, 4
3556, 4
3568, 4
3580, 4
3592, 4
3604, 4
3616, 4
3628, 4
3640, 4
3652, 4
3664, 4
3676, 4
3688, 4
3700, 4
3712, 4
3724, 4
3736, 4
3748, 4
3760, 4
3772, 4
3784, 4
3796, 4
3808, 4
3820, 4
3832, 4
3844, 4
3856, 4
3868, 4
3880, 4
3892, 4
3904, 4
3916, 4
3928, 4
3940, 4
3952, 4
3964, 4
3976, 4
3988, 4
4000, 4
4012, 4
4024, 4
4036, 4
4048, 4
4060, 4
4072, 4
4084, 4
4096, 4
4108, 4
4120, 4
4132, 4
4144, 4
4156, 4
4168, 4
4180, 4
4192, 4
4204, 4
4216, 4
4228, 4
4240, 4
4252, 4
4264, 4
4276, 4
4288, 4
4300, 4
4312, 4
4324, 4
4336, 4
4348, 4
4360, 4
4372, 4
4384, 4
4396, 4
4408, 4
4420, 4
4432, 4
4444, 4
4456, 4
4468, 4
4480, 4
4492, 4
4504, 4
4516, 4
4528, 4
4540, 4
4552, 4
4564, 4
4576, 4
4588, 4
4600, 4
4612, 4
4624, 4
4636, 4
4648, 4
4660, 4
4672, 4
4684, 4
4696, 4
4708, 4
4720, 4
4732, 4
4744, 4
4756, 4
4768, 4
4780, 4
4792, 4
4804, 4
4816, 4
4828, 4
4840, 4
4852, 4
4864, 4
4876, 4
4888, 4
4900, 4
4912, 4
4924, 4
4936, 4
4948, 4
4960, 4
4972, 4
4984, 4
4996, 4
5008, 4
5020, 4
5032, 4
5044, 4
5056, 4
5068, 4
5080, 4
5092, 4
5104, 4
5116, 4
5128, 4
5140, 4
5152, 4
5164, 4
5176, 4
5188, 4
5200, 4
5212, 4
5224, 4
5236, 4
5248, 4
5260, 4
5272, 4
5284, 4
5296, 4
5308, 4
5320, 4
5332, 4
5344, 4
5356, 4
5368, 4
5380, 4
5392, 4
5404, 4
5416, 4
5428, 4
5440, 4
5452, 4
5464, 4
5476, 4
5488, 4
5500, 4
5512, 4
5524, 4
5536, 4
5548, 4
5560, 4
5572, 4
5584, 4
5596, 4
5608, 4
5620, 4
5632, 4
5644, 4
5656, 4
5668, 4
5680, 4
5692, 4
5704, 4
5716, 4
5728, 4
5740, 4
5752, 4
5764, 4
5776, 4
5788, 4
5800, 4
5812, 4
5824, 4
5836, 4
5848, 4
5860, 4
5872, 4
5884, 4
5896, 4
5908, 4
5920, 4
5932, 4
5944, 4
5956, 4
5968, 4
5980, 4
5992, 4
6004, 4
6016, 4
6028, 4
6040, 4
6052, 4
6064, 4
6076, 4
6088, 1
6100, 1
6112, 1
6124, 1
6136, 1
6148, 1
6160, 1
6172, 1
6184, 1
6196, 1
6208, 1
6220, 1
6232, 1
6244, 1
6256, 1
6268, 1
6280, 1
6292, 1
6304, 1
6316, 4
6328, 4
6340, 4
6352, 4
6364, 4
6376, 4
6388, 4
6400, 4
6412, 4
6424, 4
6436, 4
6448, 4
6460, 4
6472, 4
6484, 4
6496, 0
6508, 0
6520, 0
6532, 0
6544, 0
6556, 0
6568, 0
6580, 0
6592, 0
6604, 0
6616, 0
6628, 0
6640, 0
6652, 0
6664, 0
6676, 0
6688, 0
6700, 4
6712, 4
6724, 4
6736, 4
6748, 4
6760, 4
6772, 4
6784, 4
6796, 4
6808, 4
6820, 4
6832, 4
6844, 4
6856, 4
6868, 4
6880, 4
6892, 4
6904, 4
6916, 4
6928, 4
6940, 4
6952, 4
6964, 4
6976, 4
6988, 4
7000, 4
7012, 4
7024, 4
7036, 4
7048, 4
7060, 4
7072, 4
7084, 4
7096, 4
7108, 4
7120, 4
7132, 4
7144, 4
7156, 4
7168, 4
7180, 4
7192, 4
7204, 4
7216, 4
7228, 4
7240, 4
7252, 4
7264, 4
7276, 4
7288, 4
7300, 4
7312, 4
7324, 4
7336, 4
7348, 4
7360, 4
7372, 4
7384, 4
7396, 4
7408, 4
7420, 4
7432, 4
7444, 4
7456, 4
7468, 4
7480, 4
7492, 4
7504, 4
7516, 4
7528, 4
7540, 4
7552, 4
7564, 4
7576, 4
7588, 4
7600, 4
7612, 4
7624, 4
7636, 4
7648, 4
7660, 4
7672, 4
7684, 4
7696, 4
7708, 4
7720, 4
