txt_file, frame_id, label
1, 1660, 3
1, 1672, 3
1, 1696, 3
1, 28924, 3
1, 28936, 3
1, 28948, 3
1, 28960, 3
1, 28972, 3
1, 28984, 3
1, 28996, 3
1, 29008, 3
1, 29020, 3
1, 29032, 3
1, 29044, 3
1, 29056, 3
1, 29068, 3
1, 29080, 3
1, 29092, 3
1, 29104, 3
1, 29116, 3
1, 29128, 3
1, 29140, 3
1, 29152, 3
1, 29164, 3
1, 29176, 3
1, 29188, 3
1, 29200, 3
1, 29212, 3
1, 29224, 3
1, 29236, 3
1, 29248, 3
1, 29260, 3
1, 29272, 3
1, 29284, 3
1, 29296, 3
1, 29308, 3
1, 29320, 3
1, 29332, 3
1, 29344, 3
1, 29356, 3
1, 29368, 3
1, 29380, 3
1, 29392, 3
1, 29404, 3
1, 29416, 3
1, 29428, 3
1, 29440, 3
1, 29452, 3
1, 29464, 3
1, 29476, 3
1, 29488, 3
1, 29500, 3
1, 29512, 3
1, 29524, 3
1, 29536, 3
1, 29548, 3
1, 29560, 3
1, 29572, 3
1, 29584, 3
1, 29596, 3
1, 29608, 3
1, 29620, 3
1, 29632, 3
1, 29644, 3
1, 29656, 3
1, 29668, 3
1, 29680, 3
1, 29692, 3
1, 29704, 3
1, 29716, 3
1, 29728, 3
1, 29740, 3
1, 29752, 3
1, 29764, 3
1, 29776, 3
1, 29788, 3
1, 29800, 3
1, 29812, 3
1, 29824, 3
1, 29836, 3
1, 29848, 3
1, 29860, 3
1, 29872, 3
1, 29884, 3
1, 29896, 3
1, 29908, 3
1, 29920, 3
1, 29932, 3
1, 29944, 3
1, 29956, 3
1, 29968, 3
1, 29980, 3
1, 29992, 3
1, 30004, 3
1, 30016, 3
1, 30028, 3
1, 30040, 3
1, 30052, 3
1, 30064, 3
1, 30076, 3
1, 30088, 3
1, 30100, 3
1, 30112, 3
1, 30124, 3
1, 30136, 3
1, 30148, 3
1, 30160, 3
1, 30172, 3
1, 30184, 3
1, 30196, 3
1, 30208, 3
1, 30220, 3
1, 30232, 3
1, 30244, 3
1, 30256, 3
1, 30268, 3
1, 30280, 3
1, 30292, 3
1, 30304, 3
1, 30316, 3
1, 30328, 3
1, 30340, 3
1, 30352, 3
1, 30364, 3
1, 30376, 3
1, 30388, 3
1, 30400, 3
1, 30412, 3
1, 30424, 3
1, 30436, 3
1, 30448, 3
1, 30460, 3
1, 30472, 3
1, 30484, 3
1, 30496, 3
1, 30508, 3
1, 30520, 3
1, 30532, 3
1, 30544, 3
1, 30556, 3
2, 1537, 3
2, 1549, 3
2, 1561, 3
2, 1573, 3
2, 1585, 3
2, 1597, 3
3, 1682, 3
3, 1706, 3
3, 1718, 3
3, 1742, 3
3, 4130, 3
3, 4142, 3
3, 4154, 3
3, 4166, 3
3, 4178, 3
3, 4190, 3
3, 4202, 3
3, 4214, 3
3, 4370, 3
3, 4406, 3
3, 4418, 3
3, 4430, 3
3, 4442, 3
3, 4454, 3
3, 4466, 3
3, 4478, 3
3, 4490, 3
3, 21782, 3
3, 21818, 3
3, 21830, 3
3, 21842, 3
3, 21854, 3
3, 21866, 3
3, 21878, 3
3, 21890, 3
3, 21902, 3
3, 21914, 3
3, 21926, 3
3, 21938, 3
3, 21950, 3
3, 21962, 3
3, 21974, 3
3, 21986, 3
3, 21998, 3
3, 22010, 3
3, 22022, 3
3, 22034, 3
3, 22046, 3
3, 22058, 3
3, 22070, 3
3, 22082, 3
3, 22094, 3
3, 22106, 3
3, 22118, 3
3, 22130, 3
3, 22142, 3
3, 22154, 3
3, 22166, 3
3, 22178, 3
3, 22190, 3
3, 22202, 3
3, 22214, 3
3, 22226, 3
3, 22238, 3
3, 22250, 3
3, 22262, 3
3, 22274, 3
3, 22286, 3
3, 22298, 3
3, 22310, 3
3, 22322, 3
3, 22334, 3
3, 22346, 3
3, 22358, 3
3, 22370, 3
3, 22382, 3
3, 22394, 3
3, 22406, 3
3, 22418, 3
3, 22430, 3
1, 32044, 0
1, 11236, 0
1, 11248, 0
1, 10396, 0
1, 11692, 0
1, 2680, 0
1, 10816, 0
1, 31936, 0
1, 11176, 0
1, 11776, 0
2, 9829, 0
2, 9637, 0
2, 37417, 0
2, 35365, 0
2, 21565, 0
2, 30769, 0
2, 35329, 0
2, 9529, 0
2, 36397, 0
2, 22873, 0
2, 3217, 0
2, 21661, 0
2, 2689, 0
2, 35737, 0
2, 9901, 0
2, 34921, 0
2, 22285, 0
2, 35161, 0
2, 29821, 0
2, 31273, 0
2, 36685, 0
2, 35053, 0
3, 19370, 0
3, 30266, 0
3, 18194, 0
3, 30938, 0
3, 33482, 0
3, 22898, 0
3, 6794, 0
3, 23402, 0
3, 11306, 0
3, 26834, 0
3, 7778, 0
3, 9206, 0
3, 10178, 0
3, 2726, 0
3, 7190, 0
3, 22946, 0
3, 28250, 0
3, 10730, 0
3, 24722, 0
3, 986, 0
3, 8942, 0
3, 18830, 0
3, 26222, 0
3, 25850, 0
3, 30722, 0
3, 25910, 0
3, 30110, 0
1, 6268, 1
1, 16840, 1
